PADDOCK_ID,OBSERVATION_DATE,TSDM,15D_AVG_DAILY_RAIN,15D_AVG_MAX_TEMP,15D_AVG_MIN_TEMP,15D_AVG_RH_TMAX,15D_AVG_RH_TMIN,15D_AVG_EVAP_SYN,15D_AVG_RADIATION
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-02-04,500.0,1.5199999999999514,37.96000000000001,24.57333333333333,35.413333333333334,74.87999999999998,10.026666666666667,24.83333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-02-19,444.666667,0.5599999999999757,39.55333333333333,24.57333333333333,27.326666666666664,62.64666666666667,10.806666666666668,25.03333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-03-06,427.333333,1.3999999999999695,36.17333333333333,21.2,30.833333333333336,73.52666666666667,8.813333333333334,21.200000000000003
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-03-21,420.666667,0.6333333333332727,36.81333333333334,20.73333333333333,28.933333333333334,70.32666666666667,8.66,20.9
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-04-05,528.0,0.0733333333333272,34.266666666666666,18.966666666666672,31.44,75.59333333333332,7.480000000000001,19.57333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-04-20,536.666667,0.0,31.593333333333337,14.26666666666667,26.68666666666667,75.52000000000001,6.5,20.42666666666667
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-05-05,579.666667,0.0066666666666606,29.25333333333333,14.566666666666666,31.59333333333334,77.10666666666665,5.473333333333334,16.473333333333336
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-05-20,657.0,0.5666666666666363,27.506666666666668,11.993333333333334,34.50666666666667,85.10666666666667,4.46,14.653333333333334
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-06-04,657.0,0.0,26.933333333333337,9.6,27.040000000000003,78.46666666666667,4.46,15.580000000000002
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-06-19,605.0,0.0,24.02,6.233333333333333,29.753333333333337,89.36,3.553333333333333,15.2
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-07-04,768.666667,0.093333333333309,25.38,8.860000000000001,33.04,89.06,3.5733333333333337,13.5
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-07-19,1087.0,1.2066666666666,25.15333333333334,10.76666666666667,37.46666666666668,87.65333333333334,3.4866666666666664,13.340000000000002
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-08-03,1060.0,0.0,26.6,7.233333333333333,22.22666666666667,73.84,4.333333333333333,17.426666666666666
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-08-18,823.333333,0.0,28.180000000000003,6.640000000000001,17.186666666666667,65.86666666666666,5.426666666666667,19.473333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-09-02,684.666667,0.0,26.313333333333333,6.926666666666667,14.906666666666668,51.10000000000001,5.5,21.160000000000004
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-09-17,616.666667,0.0,28.60666666666667,8.953333333333335,15.886666666666668,54.68,6.8933333333333335,22.75333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-10-02,614.0,0.0199999999999818,35.03333333333334,15.92,17.80666666666667,53.92,8.96,22.08
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-10-17,625.0,1.4999999999999394,34.373333333333335,20.22,32.973333333333336,74.28666666666666,8.22,20.88
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-11-01,646.333333,2.066666666666576,32.42,17.279999999999998,30.10666666666667,71.53333333333335,8.16,23.006666666666668
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-11-16,653.666667,0.2999999999999393,33.70666666666667,18.87333333333333,26.433333333333334,62.56666666666668,9.433333333333334,24.300000000000004
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-12-01,658.333333,0.1466666666665635,34.50666666666667,20.84,31.473333333333336,69.97333333333334,9.306666666666668,23.066666666666663
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-12-16,633.666667,0.3399999999999636,36.66666666666666,20.85333333333333,22.38,54.26666666666667,11.32,27.266666666666666
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2017-12-31,583.333333,0.7066666666665999,40.12666666666667,25.300000000000004,23.953333333333337,55.38,12.066666666666666,26.320000000000004
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-01-15,471.666667,0.3133333333332909,39.65333333333333,25.086666666666662,22.92,52.09333333333334,11.746666666666666,25.9
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-01-30,485.666667,0.3199999999999818,38.49333333333334,24.80666666666667,25.686666666666667,56.153333333333336,10.886666666666668,23.586666666666662
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-02-14,315.0,2.139999999999994,38.02,22.84666666666667,25.75333333333333,58.34,10.62,23.780000000000005
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-03-01,313.333333,0.0533333333332848,38.44666666666667,23.89333333333333,31.366666666666667,70.05333333333333,9.893333333333334,22.25333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-03-16,462.0,7.886666666666588,31.1,20.526666666666667,47.46000000000001,84.33333333333334,6.353333333333334,16.553333333333335
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-03-31,887.666667,0.9933333333333092,33.70666666666667,19.92,39.05333333333333,86.55333333333333,7.52,20.093333333333337
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-04-15,2029.666667,0.5799999999999879,32.68666666666667,18.686666666666667,35.53333333333333,80.75333333333334,6.4,18.64
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-04-30,2333.0,0.0,31.19333333333333,14.560000000000002,27.566666666666663,74.28,6.260000000000001,18.73333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-05-15,1807.333333,0.0,27.56666666666667,11.153333333333334,28.16666666666667,78.26,4.760000000000001,16.720000000000002
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-05-30,1707.333333,0.0,25.73333333333333,9.466666666666669,27.80666666666667,77.70666666666668,4.426666666666667,15.473333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-06-14,2006.333333,0.0733333333333272,23.793333333333337,7.02,28.473333333333336,80.61333333333333,3.58,14.546666666666669
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-06-29,2040.666667,0.0466666666666545,22.5,6.273333333333334,31.380000000000003,85.34666666666666,3.3666666666666667,13.3
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-07-14,1867.666667,0.0066666666666606,23.480000000000004,6.666666666666667,30.966666666666665,86.03333333333333,3.5200000000000005,14.860000000000005
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-07-29,1585.333333,0.1066666666665999,25.3,5.586666666666668,22.026666666666667,73.57333333333334,4.006666666666667,16.273333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-08-13,1415.666667,0.0,24.88666666666667,6.066666666666666,20.886666666666667,68.88000000000001,4.66,18.293333333333337
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-08-28,1435.666667,0.1266666666666424,25.56,4.739999999999999,17.78666666666667,63.98,5.006666666666667,20.826666666666664
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-09-12,1467.0,0.0,28.466666666666672,10.626666666666669,21.040000000000003,61.60666666666667,6.3933333333333335,21.15333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-09-27,1276.0,0.0,30.16,12.853333333333332,20.566666666666663,59.53333333333333,7.180000000000001,23.506666666666668
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-10-12,795.333333,0.0,33.12,16.886666666666667,23.02,60.553333333333335,8.5,22.880000000000003
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-10-27,740.666667,1.3599999999998849,36.11333333333334,20.3,28.06,69.63333333333334,9.313333333333334,23.87333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-11-11,613.666667,0.0466666666666545,36.66,21.586666666666662,23.086666666666662,54.726666666666674,10.493333333333334,25.473333333333336
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-11-26,534.666667,2.1933333333332183,35.093333333333334,20.53333333333333,26.05333333333333,55.14666666666667,9.953333333333337,25.186666666666667
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-12-11,458.666667,0.0,37.120000000000005,21.160000000000004,19.72,47.91333333333333,11.546666666666669,27.273333333333333
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2018-12-26,426.333333,0.3666666666666363,38.24,23.526666666666667,23.360000000000003,52.29333333333334,11.746666666666666,24.44
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2019-01-10,364.0,0.2266666666666424,38.38666666666666,24.94,25.0,53.62666666666667,11.433333333333335,25.813333333333336
d54f90a4aba145794a09808f912b5c02a413b054d26a3b375db806463d1854cb,2019-01-25,340.666667,0.0799999999999272,39.70000000000001,25.006666666666668,24.813333333333336,56.91333333333333,11.686666666666667,26.613333333333337
